,PC0,PC1,PC2,PC3,PC4,PC5,PC6,PC7
EigenValue,5.182338142944634,2.5448178014211975,1.5124758250579478,1.4220804418066688,1.0874366426425224,0.8288350099217796,0.7548506685776167,0.49507460587191476
Proportion,34.43298497661194,16.908520962462966,10.049336018841384,9.448722398581207,7.225250175946949,5.50702456256752,5.015450750951943,3.2894218779409052
Cumulative,34.43298497661194,51.34150593907491,61.390841957916294,70.8395643564975,78.06481453244446,83.57183909501198,88.58728984596392,91.87671172390483

WMC,0.3703822380134431,-0.02295762569553728,-0.013249882725869529,0.01869667998311209,0.25194319939641335,-0.043017931261393035,0.01459484951721632,0.13526047089294527
DIT,0.04439191679692084,0.022347712961190702,0.7123934991339872,0.003302320761218674,-0.020123093490431815,-0.006351830132891307,0.03870927839237312,0.009631305931187358
NOC,-0.019407695294094165,0.1269611701188924,0.001869745606667973,-0.8069451621156216,-0.018491598619055482,0.05952530588581717,-0.016694921868850222,-0.02231823768853605
CBO,0.040080486431175975,-0.25782182439779705,-0.006726241078109737,-0.5844019166821959,0.045426051423953034,-0.09079298612043658,0.02915359596245773,0.024724375163251003
RFC,0.29365559064331587,-0.2219235586877956,-0.013630575334326918,-0.020438564346578765,0.08306785369966406,-0.06160403574552492,0.04528132920472453,0.19651777882475635
LCOM,0.5274113039543328,-0.02049708907132986,0.04791055801715066,-0.026912065647033433,-0.1722317239237362,-0.10277587094401426,-0.054293982211620254,0.07347094456089436
NPM,0.3707171367933596,0.022318879680808267,-0.01526861930678666,0.03392603318121549,0.3188403127214898,-0.05034373722455179,0.012420533925357502,0.034065646193164344
DAM,0.014676996544833537,-0.019696380185219756,0.0035598163844555576,-0.015304043943519086,0.022927755551586573,0.9613912767888687,0.0020194277313818143,0.04126439802654818
MOA,0.588554718179524,0.09428769280140828,-0.021906950715368093,0.019766722773495466,-0.1604844558164143,0.1827566653659466,0.005188821786097318,-0.24811136117675123
MFA,-0.045208339726394625,-0.024506938511382838,0.697345697496885,-0.00246527396499595,0.03319461651731438,0.015571389460919363,-0.03650898472856287,-0.014813137396648045
CAM,0.004386296172374436,-0.004375762080635855,-0.001634181818111186,-0.0030047501991182658,0.008352708461507923,-0.0018575393035823165,-0.9950934331052662,0.004474910871954564
MAX_CC,0.011617435281659953,-0.6565448438572394,0.03725167030024079,0.03208752026529449,-0.03497098061294519,-0.01721384130640693,-0.005673482384926427,-0.013940510177358319
AVG_CC,-0.0631370752373932,-0.6512529659501983,-0.036418343903253506,0.053932996617040554,-0.012143695020559965,0.08851143862045226,-0.013427378273162895,-0.06936066093151913
LOC,-0.02567864777887778,0.029000901893045054,-0.002186336560644484,0.008992081685433206,-0.045986350211024846,0.04786200835476256,-0.005841842623849009,0.9293526688153225
VD,-0.059833221317399765,0.01713191882229171,0.007198465973874142,-0.00108914213886592,0.8743873649025664,0.033008897921041905,-0.013636937643781044,-0.055872041848812226

,METRICS,PC_MAX
PC0,MOA,0.588554718179524
PC1,MAX_CC,-0.6565448438572394
PC2,DIT,0.7123934991339872
PC3,NOC,-0.8069451621156216
PC4,vd,0.8743873649025664
PC5,DAM,0.9613912767888687
PC6,CAM,-0.9950934331052662
PC7,LOC,0.9293526688153225
